user_input,retrieved_contexts,reference,context_recall,context_precision
ما هي الحقوق الممنوحة للعامل إذا حضر للعمل وكان مستعداً للعمل ولكن لم يبدأ العمل لأسباب تتعلق بصاحب العمل؟,"['اذا حضر العامل الي مقر عمله في الوقت المحدد للعمل ، وكان مستعدا لمباشره عمله وحالت دون ذلك اسباب ترجع الي صاحب العمل ، اعتبر كانه ادي عمله فعلا واستحق اجره كاملا. اما اذا حضر وحالت بينه وبين مباشره عمله اسباب قهريه خارجه عن اراده صاحب العمل استحق نصف اجره.', 'او مشاركته في نشاط نقابي في نطاق ما تحدده القوانين. (\u200cج) ممارسه صفه ممثل العمال او سبق ممارسه هذه الصفه او السعي الي تمثيل العمال. (\u200cد) تقديم شكوي او اقامه دعوي ضد صاحب العمل او المشاركه في ذلك تظلما من اخلال بالقوانين او اللواءح او عقود العمل. (ه) توقيع الحجز علي مستحقات العامل تحت يد صاحب العمل.']",وفقًا للمادة 41 من قانون العمل المصري، يستحق العامل أجره كاملاً إذا حضر مستعدًا للعمل وعرقلت أسباب ترجع لصاحب العمل بدء العمل. وإذا كانت الأسباب قهرية وخارج إرادة صاحب العمل، يستحق نصف أجره.,1.0,0.99999999995
ما هي الالتزامات القانونية التي تقع على صاحب العمل في حال استعان بعامل آخر لتنفيذ العمل في نفس منطقة العمل؟,"['اذا عهد صاحب العمل الي صاحب عمل اخر بتاديه عمل من اعماله او جزء منها وذلك في منطقه عمل واحده وجب علي هذا الاخير ان يسوي بين عماله وعمال صاحب العمل الاصلي في جميع الحقوق ويكون الاخير متضامنا معه في ذلك.', 'يكن في تنفيذها ما يعرض للخطر. (\u200cج) ان يحافظ علي مواعيد العمل ، وان يتبع الاجراءات المقرره في حاله التغيب عن العمل او مخالفه مواعيده. (\u200cد) ان يحافظ علي ما يسلمه اليه صاحب العمل من ادوات او اجهزه او مستندات او ايه اشياء اخري ، وان يقوم بجميع الاعمال اللازمه لسلامتها ، ويلتزم بان يبذل في ذلك عنايه']",وفقًا للمادة 79 من قانون العمل المصري، عندما يعهد صاحب العمل إلى شخص آخر جزء من العمل في نفس المنطقة، يجب أن يساوي بين العمال في الحقوق كافة مع تضامن صاحب العمل الأصلي في المسؤوليات.,1.0,0.9999999999
كيف يتم معاملة التزامات الأجر المتعلقة بالعمال في حال تصفية أو بيع المنشأة ولمعالجة حقوق العاملين؟,"['مع مراعاه حكم الماده السابقه، يسلم صاحب العمل الي عماله من الاطفال اجورهم او مكافاتهم او غير ذلك مما يستحقونه قانونا ،ويكون هذا التسليم مبرءا لذمته.', 'غير ما ذكر في البندين السابقين تءدي للعمال اجورهم مره كل اسبوع علي الاكثر ما لم يتفق علي غير ذلك. (ه)اذا انتهت علاقه العمل يءدي صاحب العمل للعامل اجره وجميع المبالغ المستحقه له فورا الا اذا كان العامل قد ترك العمل من تلقاء نفسه فيجب في هذه الحاله علي صاحب العمل اداء اجر العامل وجميع مستحقاته في مده']",وفقًا للمادة 9 من قانون العمل المصري، تصفية أو بيع المنشأة لا يُنهي عقود العمل أو الالتزامات المرتبطة بأجر العمال، ويكون المالك الجديد مسؤولاً عن الاستمرار في هذه الالتزامات بشكل تضامني مع المالك السابق.,0.0,0.99999999995
ما هي الآثار المترتبة على عدم توقيع عقد عمل مكتوب بين العامل وصاحب العمل، وكيف يُثبت الأجر في مثل هذه الحالات؟,"['( ا ) اسم صاحب العمل وعنوان محل العمل. (\u200cب) اسم العامل ومءهله ومهنته او حرفته ورقمه التاميني ومحل اقامته وما يلزم لاثبات شخصيته. (\u200cج) طبيعه ونوع العمل محل التعاقد. (\u200cد) الاجر المتفق عليه وطريقه وموعد اداءه وكذلك ساءر المزايا النقديه والعينيه المتفق عليها. واذا لم يوجد عقد مكتوب، للعامل وحده اثبات', 'اداءه وكذلك ساءر المزايا النقديه والعينيه المتفق عليها. واذا لم يوجد عقد مكتوب، للعامل وحده اثبات حقوقه بكافه طرق الاثبات. ويعطي صاحب العمل العامل ايصالا بما يكون قد اودعه لديه من اوراق وشهادات.']",وفقًا للمادة 32 من قانون العمل المصري، في حال غياب عقد مكتوب، يتم إثبات الأجر عبر كافة طرق الإثبات التي يسمح بها القانون، مما يُلزم صاحب العمل بتقديم إيصال عن الأوراق التي قد يحتفظ بها.,1.0,0.99999999995
ما هي الإجراءات التي يجب اتباعها للتحقيق مع عامل في حالة وقوع مخالفة بعلاقة العمل؟,"['النقابيه التي يتبعها العامل ان تندب ممثلا عنها لحضور التحقيق. ويجوز في المخالفات التي يعاقب عليها بالانذار او الخصم من الاجر الذي لا يزيد مقداره علي اجر يوم واحد ان يكون التحقيق شفاهه، علي ان يثبت مضمونه في القرار الذي يقضي بتوقيع الجزاء. وفي جميع الحالات يشترط ان يكون القرار الصادر بتوقيع الجزاء', 'لصاحب العمل ان يحقق مع العامل بنفسه ، او ان يعهد بالتحقيق الي اداره الشءون القانونيه او اي شخص اخر من ذوي الخبره في موضوع المخالفه او احد العاملين بالمنشاه بشرط الا يقل المستوي الوظيفي للمحقق عن مستوي العامل الذي يحقق معه.']",وفقًا للمادة 64 من قانون العمل المصري، يجب إبلاغ العامل كتابةً بالتهمة وسماع أقواله، ويبدأ التحقيق خلال سبعة أيام من اكتشاف المخالفة. يُمكن أن يتم التحقيق شفاهة للمخالفات البسيطة مثل الإنذار أو الخصم ليوم واحد.,0.5,0.99999999995
ما هو الوضع القانوني للأجور المستحقة للعامل في حالة عدم التزام صاحب العمل بتسليمها، وكيف يتحدد ترتيبها بين الديون الأخرى؟,"['غير ما ذكر في البندين السابقين تءدي للعمال اجورهم مره كل اسبوع علي الاكثر ما لم يتفق علي غير ذلك. (ه)اذا انتهت علاقه العمل يءدي صاحب العمل للعامل اجره وجميع المبالغ المستحقه له فورا الا اذا كان العامل قد ترك العمل من تلقاء نفسه فيجب في هذه الحاله علي صاحب العمل اداء اجر العامل وجميع مستحقاته في مده', 'قد ترك العمل من تلقاء نفسه فيجب في هذه الحاله علي صاحب العمل اداء اجر العامل وجميع مستحقاته في مده لا تجاوز سبعه ايام من تاريخ مطالبه العامل بهذه المستحقات.']",وفقًا للمادة 7 من قانون العمل المصري، للأجور المستحقة امتياز بعد المصروفات القضائية وقبل ديون الخزانة العامة، مع إعطاء الأولوية للأجر في ترتيب تسوية الديون المختلفة.,0.0,0.49999999995
ما المعايير القانونية التي يجب توفيرها للتأكد من تحديد الأجر اليومي للعملاء الذين يحصلون على عائدات إنتاج أو نسبة مئوية بشكل دقيق؟,"['يكون حساب متوسط الاجر اليومي لعمال الانتاج او العمال الذين يتقاضون اجورا ثابته مضافا اليها عموله او نسبه مءويه علي اساس متوسط ما تتقاضاه العامل عن ايام العمل الفعليه في السنه الاخيره او عن المده التي اشتغلها ان قلت عن ذلك مقسوما علي عدد ايام العمل الفعليه عن ذات الفتره.', 'اذا تم الاتفاق علي تحديد الاجر بالانتاج او بالعموله وجب الا يقل ما يحصل عليه العامل عن الحد الادني للاجور.']",وفقًا للمادة 39 من قانون العمل المصري، يتم حساب متوسط الأجر اليومي استنادًا إلى ما حصل عليه العامل عن أيام العمل الفعلية في السنة الأخيرة أو مدة أقصر إذا لم تتجاوز السنة، مقسماً على عدد أيام العمل الفعلية.,1.0,0.9999999999
ما هي الحقوق المتاحة للعامل في حالة التغييرات الإدارية التي تؤدي إلى نقل المنشأة إلى مالك جديد أو إدماجها مع كيان آخر؟,"['يحظر علي صاحب العمل ان ينقل عاملا بالاجر الشهري الي فءه عمال المياومه او العمال المعينين بالاجر الاسبوعي او بالساعه او بالانتاج الا بموافقه العامل عند نقله كتابه ويكون للعامل في هذه الحاله جميع الحقوق التي اكتسبها في المده التي قضاها بالاجر الشهري.', 'من اخلال بالقوانين او اللواءح او عقود العمل. (ه) توقيع الحجز علي مستحقات العامل تحت يد صاحب العمل. (و) استخدام العامل لحقه في الاجازات.']",وفقًا للمادة 9 من قانون العمل المصري، أي تغيير إداري لا يؤدي إلى إنهاء عقود العمل المستمرة أو الوفاء بالالتزامات، حيث يكون المالك الجديد أو الكيان المدمج مسؤولاً عن الاستمرار في احترام العقود والتزامات العمال.,0.0,0.9999999999
كيف يتعامل القانون مع مسألة الإفصاح عن أسرار العمل من قبل العامل وما الجزاءات المتوقعة؟,"['يفشي المعلومات المتعلقه بالعمل متي كانت سريه بطبيعتها او وفقا للتعليمات الكتابيه الصادره من صاحب العمل. (ي) ان يخطر جهه العمل بالبيانات الصحيحه المتعلقه بمحل اقامته وحالته الاجتماعيه وموقفه من اداء الخدمه العسكريه والبيانات الاخري التي تتطلب القوانين والنظم ادراجها في السجل الخاص به ، وبكل تغيير', 'علي صاحب العمل قيد الجزاءات الماليه التي توقع علي العمال في سجل خاص ، مع بيان سبب توقيعها واسم العامل ومقدار اجره ، وان يفرد لها حسابا خاصا ، ويكون التصرف فيها طبقا لما يقرره الوزير المختص بالاتفاق مع الاتحاد العام لنقابات عمال مصر.']",وفقًا للمادة 69 من قانون العمل المصري، إفشاء أسرار المنشأة يعتبر من الأخطاء الجسيمة التي تستوجب الجزاء الجسيم بحق العامل، بما في ذلك احتمال الفصل من الخدمة.,0.0,0.0
ما هو الإجراء القانوني لصاحب العمل إذا رغب في إيقاف عامل مؤقتاً لأسباب تتعلق بمصلحة التحقيق؟,"['لصاحب العمل ان يوقف العامل عن عمله مءقتا لمده لا تزيد علي ستين يوما مع صرف اجره كاملا اذا اقتضت مصلحه التحقيق ذلك او طلب من اللجنه المشار اليها في الماده (71)من هذا القانون فصله من الخدمه.', 'اذا اتهم العامل بارتكاب جنايه او بارتكاب جنحه مخله بالشرف او الامانه او الاداب العامه او اتهم بارتكاب اي جنحه داخل داءره العمل جاز لصاحب العمل وقفه مءقتا، وعليه ان يعرض الامر علي اللجنه المشار اليها في الماده (71) من هذا القانون خلال ثلاثه ايام من تاريخ الوقف. وعلي اللجنه ان تبت في الحاله المعروضه']",وفقًا للمادة 66 من قانون العمل المصري، يجوز لصاحب العمل إيقاف العامل مؤقتاً لمدة لا تتجاوز ستين يوماً خلال التحقيق إذا اقتضت مصلحة العمل ذلك، بشرط صرف أجرة كاملة خلال فترة الإيقاف.,1.0,0.99999999995
ما الضوابط التي وضعها القانون لمنع التمييز في الأجور بين العاملين وكيف يُعالج ذلك عند وجود تمييز؟,"['يحظر التمييز في الاجور بسبب اختلاف الجنس او الاصل او اللغه او الدين او العقيده.', 'اليها ، يعرض الامر علي المجلس القومي للاجور لتقرير ما يراه ملاءما مع ظروفها في خلال ثلاثين يوما من تاريخ عرض الامر عليه. ويصدر رءيس مجلس الوزراء خلال ستين يوما من تاريخ العمل بهذا القانون قرارا بتشكيل هذا المجلس ويضم في عضويته الفءات الاتيه: ۱ - اعضاء بحكم وظاءفهم او خبراتهم. ۲ - اعضاء يمثلون']",وفقًا للمادة 35 من قانون العمل المصري، يُحظر التمييز في الأجور بسبب الجنس أو الأصل أو اللغة أو الدين. وإذا حدث ذلك، يُعالج التمييز عبر التظلم أمام الجهات المختصة لضمان المساواة.,0.5,0.9999999999
ما هي الشروط التي يجب توافرها في المرشحين للحصول على تراخيص مزاولة العمل لشركات التوظيف الخاصة؟,"['لصاحب العمل الاعلان عن الوظاءف الشاغره بمختلف وساءل الاعلام وان يعهد الي احد المكاتب الاستشاريه بدراسه الطلبات التي تقدم اليه وابداء الراي او التوصيه او المساعده بشان اختيار افضل المرشحين لهذه الوظاءف. ولا يجوز له تشغيل عمال عن طريق متعهد او مقاول توريد عمال. ويجوز للوزير المختص بقرار منه الترخيص', 'يشترط لمزاوله عمليات التدريب المهني الحصول علي ترخيص بذلك من الوزاره المختصه باستثناء الجهات المنصوص عليها في البنود (2 ، 3 ، 4) من الفقره الثانيه من الماده السابقه. ويصدر الوزير المختص قرارا بتحديد شروط وقواعد واجراءات منح الترخيص وقيده في السجل الخاص. ويعد بالوزاره المذكوره سجل لقيد الجهات التي']",وفقًا للمادة 22 من قانون العمل المصري، يشترط حصول شركات التوظيف الخاصة على تراخيص بتلبية شروط منها: أن يكون الأعضاء مصريين، لا تتجاوز نسبة الأجانب في رأس المال المؤسس 15%، وتقديم خطاب ضمان بنكي غير مشروط بقيمة مئة ألف جنيه.,0.0,0.0
ما هي مسؤوليات صاحب العمل تجاه العامل في حالة توفير السكن أو الإعاشة كجزء من التوظيف؟,"['يلتزم من يستخدم عمالا في اماكن لا تصل اليها وساءل المواصلات العاديه ان يوفر لهم وساءل الانتقال المناسبه. وعلي من يستخدم عمالا في المناطق البعيده عن العمران ان يوفر لهم التغذيه المناسبه والمساكن الملاءمه مع مراعاه تخصيص بعضها للعمال المتزوجين. ويصدر الوزير المختص بالاتفاق مع الوزراء المعنيين ومع', 'التاليين له طبقا لقواعد قوانين التامين الاجتماعي. ويلتزم صاحب العمل بنفقات تجهيز ونقل الجثمان الي الجهه التي استقدم العامل منها او الجهه التي تطلب اسرته نقله اليها.']",وفقًا لما يتضمنه قانون العمل المصري، إذا كان السكن أو الإعاشة جزءًا شرطيا من التوظيف وفق اتفاقيات العقد، يُلزم صاحب العمل بتوفيرها بالكامل وتحمل نفقاتها لضمان مستوى المعيشة الموعود.,0.0,0.9999999999
كيف تنظم اللوائح حقوق العامل وإجراءات الجزاءات التأديبية الخاصة به داخل المنشأة؟,"['علي صاحب العمل ان يضع لاءحه تنظيم العمل والجزاءات التاديبيه موضحا بها قواعد تنظيم العمل والجزاءات التاديبيه مصدقا عليها من الجهه الاداريه المختصه ، وعلي هذه الجهه اخذ راي المنظمه النقابيه التي يتبعها عمال المنشاه قبل التصديق علي اللاءحه ، فاذا لم تقم الجهه الاداريه بالتصديق او الاعتراض علي اللاءحه', 'علي صاحب العمل قيد الجزاءات الماليه التي توقع علي العمال في سجل خاص ، مع بيان سبب توقيعها واسم العامل ومقدار اجره ، وان يفرد لها حسابا خاصا ، ويكون التصرف فيها طبقا لما يقرره الوزير المختص بالاتفاق مع الاتحاد العام لنقابات عمال مصر.']",وفقًا للمادة 58 من قانون العمل المصري، يجب على صاحب العمل وضع لائحة تنظيم العمل والجزاءات، وتحديد القواعد والإجراءات بشكل مفصل ويتم التصديق عليها من الجهة الإدارية مع أخذ رأي النقابات. إذا لم يتم التصديق في 30 يوم تعتبر نافذة.,0.5,0.99999999995
ما هي الآثار القانونية لتوظيف فرد دون تقديم شهادة القيد وكيف يعالج القانون في حالة المخالفة؟,"['للماده (140) من هذا القانون، وتثبت درجه مهارته في شهاده القيد. ولا يجوز تشغيل اي عامل الا اذا كان حاصلا علي هذه الشهاده.', 'اذا كان الراغب في العمل يمارس حرفه من الحرف التي يصدر بها قرار من الوزير المختص المشار اليها في الماده (139) من هذا القانون وجب عليه ان يرفق بطلب القيد شهاده تحدد مستوي مهارته وترخيص مزاوله الحرفه طبقا للماده (140) من هذا القانون، وتثبت درجه مهارته في شهاده القيد. ولا يجوز تشغيل اي عامل الا اذا كان']",وفقًا للمادة 14 من قانون العمل المصري، إذا وُظِف العامل دون قيد، يجب على صاحب العمل قيده خلال 15 يوماً من العمل. عدم الالتزام بهذا القيد قد يؤدي إلى تعرض صاحب العمل للعقوبات القانونية المحددة في القانون.,0.0,0.99999999995
ما هي الإجراءات التي يلتزم بها صاحب العمل لتحرير عقد عمل جديد وفقًا للمقتضيات القانونية؟,"['يلتزم صاحب العمل بتحرير عقد العمل كتابه باللغه العربيه من ثلاث نسخ ، يحتفظ صاحب العمل بواحده ويسلم نسخه للعامل وتودع الثالثه مكتب التامينات الاجتماعيه المختص. ويجب ان يتضمن العقد علي الاخص البيانات الاتيه: ( ا ) اسم صاحب العمل وعنوان محل العمل. (\u200cب) اسم العامل ومءهله ومهنته او حرفته ورقمه التاميني', 'المعتاد. (\u200cب) ان ينفذ اوامر وتعليمات صاحب العمل الخاصه بتنفيذ الواجبات التي تدخل في نطاق العمل المنوط به ، اذا لم يكن في هذه الاوامر والتعليمات ما يخالف العقد او القانون او اللواءح او الاداب العامه ولم يكن في تنفيذها ما يعرض للخطر. (\u200cج) ان يحافظ علي مواعيد العمل ، وان يتبع الاجراءات المقرره في حاله']",وفقًا للمادة 32 من قانون العمل المصري، يجب على صاحب العمل تحرير عقد العمل كتابة باللغة العربية بثلاث نسخ، يسلم نسخة للعامل، ويُعيّن نسخة أخرى بمكتب التأمينات، ويوضح فيه جميع البيانات الشخصية والوظيفية والمهنية المهمة.,0.5,0.9999999999
كيف يمكن للعامل استخدام الإجازة المرضية والسنوية بشكل متداخل للاسترخاء من المرض الشديد؟,"['للعامل ان ينقطع عن العمل لسبب عارض لمده لا تتجاوز سته ايام خلال السنه ، وبحد اقصي يومان في المره الواحده ، وتحسب الاجازه العارضه من الاجازه السنويه المقرره للعامل.', '(75%) من اجره ثم ثلاثه اشهر بدون اجر ، وذلك اذا قررت الجهه الطبيه المختصه احتمال شفاءه وللعامل ان يستفيد من متجمد اجازاته السنويه الي جانب ما يستحقه من اجازه مرضيه ، كما له ان يطلب تحويل الاجازه المرضيه الي اجازه سنويه اذا كان له رصيد يسمح بذلك.']",وفقًا للمادة 54 من قانون العمل المصري، للعامل أن يستفيد من رصيد إجازاته السنوية مع الإجازة المرضية له، وأن يطلب تحويل الإجازة المرضية إلى سنوية وفقاً للرصيد المتاح لديه إذا كانت له حاجة لذلك.,1.0,0.99999999995
