user_input,retrieved_contexts,reference,context_precision,context_recall
ما هي الدلالات القانونية لعدم جواز التنازل عن الأجر بشكل كامل مقابل أي دين؟,"['يحظر التمييز في الاجور بسبب اختلاف الجنس او الاصل او اللغه او الدين او العقيده.', 'اليها في الماده (71) من هذا القانون بطلب التعويض ، ولا يجوز ان يقل التعويض الذي تقرره اللجنه عن اجر شهرين من الاجر الشامل عن كل سنه من سنوات الخدمه. ولا يخل ذلك بحق العامل في باقي استحقاقاته المقرره قانونا.']",وفقاً للمادة 44 من قانون العمل المصري، لا يجوز بأي حال من الأحوال النزول عن الأجر بشكل كامل لأداء أي دين، بل يحدد الاستقطاع أو الحجز بنسبة لا تتجاوز (25%) من الأجر، مما يضمن للعامل حدًا أدنى من الدخل لحماية المستوى المعيشي للعامل وأسرته.,0.0,0.0
ما هي التزامات صاحب العمل في حال تعيين عمال جدد من حيث الإبلاغ الإداري؟,"['يلتزم صاحب العمل في المنشات القاءمه وقت تطبيق احكام هذا القانون ، وتلك التي تنشا مستقبلا بان يرسل الي الجهه الاداريه المختصه التي يقع في داءرتها محل العمل خلال خمسه عشر يوما من تاريخ العمل بهذا القانون او من تاريخ بدء العمل بالمنشاه – علي حسب الاحوال – بيانا مفصلا بعدد العمال طبقا لمءهلاتهم ومهنهم', 'يلتزم صاحب العمل بنقل العامل من الجهه التي تم التعاقد معه فيها الي مكان العمل ، كما يلتزم باعادته الي تلك الجهه خلال ثلاثه ايام من تاريخ انتهاء عقد العمل لاحد الاسباب المبينه في القانون ، الا اذا رفض العامل كتابه العوده خلال المده المذكوره. فاذا لم يقم صاحب العمل بذلك وجب علي الجهه الاداريه المختصه']",وفقاً للماده رقم 15 من قانون العمل المصري، يلتزم صاحب العمل بإرسال بيان مفصل عن عدد العمال وأوضاعهم للجهة الإدارية المختصة خلال 15 يوماً من تعيين العمال الجدد، كما يجب عليه إعادة شهادة القيد بعد استيفاء البيانات خلال 30 يوماً.,0.99999999995,0.5
في أي الحالات يمكن تجديد ترخيص العمل لشركات التوظيف؟,"['لصاحب العمل الاعلان عن الوظاءف الشاغره بمختلف وساءل الاعلام وان يعهد الي احد المكاتب الاستشاريه بدراسه الطلبات التي تقدم اليه وابداء الراي او التوصيه او المساعده بشان اختيار افضل المرشحين لهذه الوظاءف. ولا يجوز له تشغيل عمال عن طريق متعهد او مقاول توريد عمال. ويجوز للوزير المختص بقرار منه الترخيص', 'يلغي الترخيص بقرار من الوزير المختص عند ثبوت اي من الحالات الاتيه: ۱ - فقد الشركه شرطا من شروط الترخيص. ۲ - تقاضي الشركه ايه مبالغ من العامل نظير تشغيله بالمخالفه لاحكام هذا الفصل. ۳ - حصول الشركه علي الترخيص او تجديده او عدم اعتراض الوزاره علي اتفاق او عقد عمل بناء علي ما قدمته من بيانات غير صحيحه.']",وفقًا للمادة 22 من قانون العمل المصري، يمكن تجديد ترخيص العمل لشركات التوظيف إذا استوفت شروط تأسيس الشركة، مثل أن يكون المؤسسون مصريين ولم يُدانوا بجنحة مخلة بالشرف، وأن تقدم الشركة خطاب ضمان صالح بقيمة مائة ألف جنيه، ويكون الترخيص لمدة خمس سنوات قابلة للتجديد وفقًا للقواعد التي يحددها الوزير المختص.,0.0,0.0
كيف يُحَدَّد متوسط الأجر للعمال الذين يتقاضون أجورًا تتضمن عمولة؟,"['يكون حساب متوسط الاجر اليومي لعمال الانتاج او العمال الذين يتقاضون اجورا ثابته مضافا اليها عموله او نسبه مءويه علي اساس متوسط ما تتقاضاه العامل عن ايام العمل الفعليه في السنه الاخيره او عن المده التي اشتغلها ان قلت عن ذلك مقسوما علي عدد ايام العمل الفعليه عن ذات الفتره.', 'لا تبرا ذمه صاحب العمل من الاجر الا اذا وقع العامل بما يفيد استلام الاجر في السجل المعد لذلك وفي كشوف الاجور ، علي ان تشمل بيانات هذه المستندات مفردات الاجر.']",وفقًا للماده رقم 39 من قانون العمل المصري، يحتسب متوسط الأجر اليومي لعمال الإنتاج والعمال الذين يتقاضون أجورًا تتضمن عمولة أو نسبة مئوية بناءً على متوسط ما تقاضاه العامل عن أيام العمل الفعلية في السنة الأخيرة، أو عن مدة العمل إذا كانت أقل، حيث يتم تقسيم المبلغ الإجمالي على عدد أيام العمل الفعلية.,0.9999999999,1.0
ما هي الضمانات القانونية لبطلان أي اتفاق ينقص من حقوق العامل؟,"['ان يكلف العامل بعمل غير متفق عليه ولو كان يختلف عن عمله الاصلي ، كما ان له ان ينقص اجر العامل بما لا يقل عن الحد الادني للاجور. فاذا قام صاحب العمل بتعديل في شروط العقد وفقا للفقره السابقه كان للعامل ان ينهي عقد العمل دون ان يلتزم بالاخطار ، ويعتبر الانهاء في هذه الحاله انهاء مبررا من جانب صاحب', 'يقع باطلا كل شرط او اتفاق يخالف احكام هذا القانون ولو كان سابقا علي العمل به، اذا كان يتضمن انتقاصا من حقوق العامل المقرره فيه. ويستمر العمل بايه مزايا و شروط افضل تكون مقرره او تقرر في عقود العمل الفرديه او الجماعيه او الانظمه الاساسيه او غيرها من لواءح المنشاه ، او بمقتضي العرف. وتقع باطله كل']",وفقًا للمادة 5 من قانون العمل المصري، يعتبر باطلاً كل شرط أو اتفاق ينتقص من حقوق العامل المقررة في القانون، ويتم العمل بالشروط الأكثر فائدة للعامل المنصوص عليها في عقود العمل أو اللوائح أو العرف.,0.49999999995,1.0
ما هي المبادئ المنظمة لاستخدام الأجانب في مصر والإعفاءات المرتبطة بذلك؟,"['يخضع استخدام الاجانب في جميع منشات القطاع الخاص ووحدات القطاع العام وقطاع الاعمال والهيءات العامه والاداره المحليه والجهاز الاداري للدوله للاحكام الوارده في هذا الفصل ، وذلك مع مراعاه شرط المعامله بالمثل. ويحدد الوزير المختص حالات اعفاء الاجانب من هذا الشرط.', 'حالات الغاء الترخيص قبل انتهاء مدته وحالات اعفاء الاجانب من شرط الحصول عليه. ويلتزم كل من يستخدم اجنبيا اعفي من شرط الحصول علي الترخيص بان يخطر الجهه الاداريه المختصه بذلك الاستخدام خلال سبعه ايام من مزاوله الاجنبي للعمل ، وكذلك عند انتهاء خدمته لديه.']",وفقًا للمادتين 27 و29 من قانون العمل المصري، يُشترط على الأجانب الحصول على ترخيص للعمل من الوزارة المختصة، ويمكن إعفاؤهم من بعض الشروط بناءً على قرار من الوزير المختص، ويتم الإبلاغ عن الأجانب المعفيين خلال سبعة أيام من بداية العمل.,0.99999999995,0.6666666666666666
ما هي التأثيرات القانونية لتعدد أصحاب العمل على المسؤوليات العمالية؟,"['اذا تعدد اصحاب العمل كانوا مسءولين بالتضامن فيما بينهم عن الوفاء بالالتزامات الناشءه عن هذا القانون. ويكون من تنازل له صاحب العمل عن الاعمال المسنده اليه كلها او بعضها متضامنا معه في الوفاء بجميع الالتزامات التي تفرضها احكام هذا القانون.', 'والجزاءات لكي يسترشد بها اصحاب الاعمال. وعلي صاحب العمل في حاله استخدام عشره عمال فاكثر ان يضع هذه اللاءحه في مكان ظاهر.']",وفقًا للمادة 8 من قانون العمل المصري، يكون أصحاب العمل المسؤولون مشتركين بالتضامن عن جميع الالتزامات الناتجة عن القانون، بما فيها التزامات الوفاء بأجر العامل والتعويضات عن عدم التأدية، مما يعني مسؤلية مشتركة رغم تعددهم.,0.9999999999,0.3333333333333333
ما هي القيود المفروضة على صاحب العمل عند نشر إعلانات التوظيف؟,"['لصاحب العمل الاعلان عن الوظاءف الشاغره بمختلف وساءل الاعلام وان يعهد الي احد المكاتب الاستشاريه بدراسه الطلبات التي تقدم اليه وابداء الراي او التوصيه او المساعده بشان اختيار افضل المرشحين لهذه الوظاءف. ولا يجوز له تشغيل عمال عن طريق متعهد او مقاول توريد عمال. ويجوز للوزير المختص بقرار منه الترخيص', 'يحظر علي صاحب العمل اثناء المفاوضه اتخاذ اجراءات او اصدار قرارات تتعلق بالموضوعات المطروحه للتفاوض ، الا عند قيام حاله الضروره والاستعجال ، ويشترط ان يكون الاجراء او القرار في هذه الحاله مءقتا.']",وفقًا للمادة 16 من قانون العمل المصري، يُلزَم صاحب العمل بالالتزام بالإعلانات الصحيحة دون استخدام متعهد أو مقاول توريد عمال، كما يحظر عليه تشغيل العمال عن طريق متعهدين غير مرخصين إلا في حدود الشروط الصارمة المنصوص عليها بقرار من الوزير المختص.,0.9999999999,1.0
ما الإجراءات المطلوبة لإشراك القوى العاملة المعوقة وفق القانون المصري؟,"['مع عدم الاخلال بالاتفاقيات الدوليه المتعلقه بالتشغيل ، تكون مزاوله عمليات الحاق المصريين بالعمل في الداخل او في الخارج عن طريق: (\u200cا) الوزاره المختصه. (\u200cب) الوزارات والهيءات العامه. (\u200cج) الاتحاد العام لنقابات عمال مصر. (\u200cد) شركات القطاع العام وقطاع الاعمال العام والقطاع الخاص المصريه فيما تبرمه من', 'الاوجه وبالشروط والاوضاع التي يصدر بها قرار من وزير القوي العامله والهجره ، علي الاغراض الاجتماعيه وتحفيز العاملين المشاركين في تطبيق هذا القانون. (ب) ثلث يخصص للمءسسات الثقافيه العماليه والاجتماعيه العماليه التابعه للاتحاد العام لنقابات عمال مصر يوزع بينها بقرار يصدر من وزير القوي العامله والهجره']",وفقًا للمادة 12 و14 من قانون العمل المصري، يُلزَم أصحاب العمل بتقديم طلب قيد للمعوقين الراغبين في العمل، ويجب على أولئك الذين لم يحصلوا على شهادة القيد أن يقوموا بذلك خلال 15 يوماً من الالتحاق بالعمل، ويجب تخصيص فرص عمل بما يتماشى مع القانون رقم 39 لسنة 1975.,0.0,0.0
ما هي الفروق القانونية بين الأجر الثابت والعمولات والإضافات الأخرى؟,"['ان تستلزمها مقتضيات العمل. ٥ - المنح : وهي ما يعطي للعامل علاوه علي اجره وما يصرف له جزاء امانته او كفاءته متي كانت هذه المنح مقرره في عقود العمل الفرديه او الجماعيه او في الانظمه الاساسيه للعمل ، وكذلك ما جرت العاده بمنحه متي توافرت لها صفات العموميه والدوام والثبات. ٦ - البدل : وهو ما يعطي للعامل', '، وهي ما قد يدفع للعامل مقابل ما يقوم بانتاجه او بيعه او تحصيله طوال قيامه بالعمل المقرر له هذه النسبه ۳ - العلاوات ايا كان سبب استحقاقها او نوعها. ٤ - المزايا العينيه التي يلتزم بها صاحب العمل دون ان تستلزمها مقتضيات العمل. ٥ - المنح : وهي ما يعطي للعامل علاوه علي اجره وما يصرف له جزاء امانته او']",وفقًا للماده رقم 1 من قانون العمل المصري، يُعتبر الأجر الثابت أو المتغير ما يحصل عليه العامل نقدًا أو عينًا، بينما تُعتبر العمولات والإضافات الأخرى مثل الهبات، والعلاوات، والمزايا العينية كجزء من الأجر ويمتاز كل منهما بخصائصه الخاصة؛ فالعمولات تستند على الإنتاج أو البيع بينما الإضافات تعتمد على الكفاءة وتقرّها عقود العمل أو الأعراف.,0.49999999995,0.0
كيف يمكن للعامل الانتقال من وظيفته الحالية لأداء فريضة الحج وما هي الشروط المترتبة على ذلك؟,"['للعامل الذي امضي في خدمه صاحب العمل خمس سنوات متصله الحق في اجازه باجر كامل لمده شهر لاداء فريضه الحج او زياره بيت المقدس، وتكون هذه الاجازه مره واحده طوال مده خدمته.', 'يقوم به علي وجه مرض ، ويثبت وجود او عدم وجود العمل الاخر وفقا لاحكام قانون التامين الاجتماعي. واذا ثبت وجود هذا العمل الاخر كان علي صاحب العمل بناء علي طلب العامل ان ينقله الي ذلك العمل مع عدم الاخلال باحكام قانون التامين الاجتماعي .']",وفقًا للمادة 53 من قانون العمل المصري، للعامل الذى أمضى فى خدمة صاحب العمل خمس سنوات متصلة الحق في إجازة بأجر كامل لمدة شهر لأداء فريضة الحج أو زيارة بيت المقدس، وتكون هذه الإجازة مرة واحدة طوال مدة خدمته.,0.9999999999,1.0
ما هي المتطلبات القانونية للتعامل مع الإجازات المرضية للعامل وكيف يمكن الاستفادة منها وفق القانون المصري؟,"['للعامل الذي يثبت مرضه الحق في اجازه مرضيه تحددها الجهه الطبيه المختصه، ويستحق العامل خلالها تعويضا عن الاجر وفقا لما يحدده قانون التامين الاجتماعي. ويكون للعامل الذي يثبت مرضه في المنشات الصناعيه التي تسري في شانها احكام المادتين (1) ، (8) من القانون رقم 21 لسنه 1958 في شان تنظيم الصناعه وتشجيعها ،', 'تسري في شانها احكام المادتين (1) ، (8) من القانون رقم 21 لسنه 1958 في شان تنظيم الصناعه وتشجيعها ، الحق في اجازه مرضيه كل ثلاث سنوات تقضي في الخدمه علي اساس شهر باجر كامل ثم ثمانيه اشهر باجر يعادل (75%) من اجره ثم ثلاثه اشهر بدون اجر ، وذلك اذا قررت الجهه الطبيه المختصه احتمال شفاءه وللعامل ان']",وفقًا للمادة 54 من قانون العمل المصري، للعامل الذي يثبت مرضه الحق في إجازة مرضية تحددها الجهة الطبية المختصة، ويستحق العامل خلالها تعويضًا عن الأجر وفقا لما يحدده قانون التأمين الاجتماعي. وللعامل الذي يثبت مرضه في المنشآت الصناعية التي تسري في شأنها أحكام المادتين (1) و(8) من القانون رقم 21 لسنة 1958 الحق في إجازة مرضية كل ثلاث سنوات تقضى في الخدمة على أساس شهر بأجر كامل ثم ثمانية أشهر بأجر يعادل 75% من أجره ثم ثلاثة أشهر بدون أجر، وذلك إذا قررت الجهة الطبية المختصة احتمال شفائه. وللعامل أن يستفيد من متجمد إجازاته السنوية إلى جانب ما يستحقه من إجازة مرضية، كما له أن يطلب تحويل الإجازة المرضية إلى إجازة سنوية إذا كان له رصيد يسمح بذلك.,0.99999999995,0.6666666666666666
كيف يؤثر التعامل مع الأوراق والمستندات بشكل غير قانوني على علاقة العمل بين العامل وصاحب العمل؟,"['من اخلال بالقوانين او اللواءح او عقود العمل. (ه) توقيع الحجز علي مستحقات العامل تحت يد صاحب العمل. (و) استخدام العامل لحقه في الاجازات.', 'يعتبر هذا القانون ، القانون العام الذي يحكم علاقات العمل ، وذلك مع مراعاه اتفاقيات العمل الجماعيه واحكام الماده ( 5) من هذا القانون.']",وفقًا للمادة 57 من قانون العمل المصري، يحظر على العامل أن يقوم بنفسه أو بواسطة غيره بالاحتفاظ لنفسه بأصل أية ورقة أو مستند خاص بالعمل أو ممارسة نشاط مماثل لنشاط صاحب العمل أثناء سريان عقده. هذه التصرفات تؤدي إلى الإخلال بعلاقة العمل وتعرض العامل للمساءلة التأديبية وصولاً إلى الفصل وفق القواعد المنصوص عليها في القانون.,0.9999999999,1.0
ما هي الآثار القانونية إذا لم يقم صاحب العمل بوضع لائحة تنظيم العمل والجزاءات التأديبية وفق القانون المصري؟,"['علي صاحب العمل ان يضع لاءحه تنظيم العمل والجزاءات التاديبيه موضحا بها قواعد تنظيم العمل والجزاءات التاديبيه مصدقا عليها من الجهه الاداريه المختصه ، وعلي هذه الجهه اخذ راي المنظمه النقابيه التي يتبعها عمال المنشاه قبل التصديق علي اللاءحه ، فاذا لم تقم الجهه الاداريه بالتصديق او الاعتراض علي اللاءحه', 'مع المخالفه. ولا يجوز توقيع جزاء تاديبي علي العامل بعد تاريخ الانتهاء من التحقيق في المخالفه باكثر من ثلاثين يوما.']",وفقًا للمادة 58 من قانون العمل المصري، يجب على صاحب العمل وضع لائحة تنظيم العمل والجزاءات التأديبية مصدقا عليها من الجهة الإدارية المختصة، وإذا لم تقم الجهة الإدارية بالتصديق أو الاعتراض على اللائحة خلال ثلاثين يوما من تاريخ تقديمها اعتبرت نافذة. عدم الالتزام بوضع اللائحة قد يؤدي إلى فوضى في تطبيق الجزاءات وعدم تلاؤمها مع أحكام القانون مما يعرض صاحب العمل للمساءلة الإدارية أو القانونية.,0.9999999999,0.6666666666666666
